# Directed network: CollegeMsg.txt 
# Nodes: 1899 Edges: 20296
# SrcNId	DstNId	Flt:capacity
1244	1275	2.000000
278	1248	0.130435
1248	278	0.095238
542	1216	0.166667
1211	1033	0.058824
1211	1163	0.200000
1211	32	0.021898
1259	1236	0.043478
105	288	0.230769
288	105	0.055556
425	753	0.020408
487	1236	0.043478
105	1276	1.000000
105	1181	0.137931
823	615	0.191489
606	821	0.142857
823	1139	0.142857
42	620	0.038462
42	142	0.034483
142	415	0.076923
998	823	0.018868
142	1260	0.060606
822	679	0.019231
142	42	0.008333
823	998	0.125000
105	42	0.025000
105	323	0.017544
105	307	0.100000
142	713	0.010526
770	114	0.333333
105	606	0.666667
252	350	0.076923
142	1277	1.000000
105	964	0.294118
606	105	0.033333
1248	346	0.027027
964	105	0.022222
899	586	0.025000
105	463	0.250000
463	105	0.044444
725	835	0.500000
924	1158	0.250000
32	105	0.122222
487	3	0.024390
32	349	0.086957
199	1244	0.038462
105	621	0.500000
3	487	0.100000
621	105	0.088889
298	323	0.280702
142	257	0.076923
1062	9	0.018868
1062	42	0.025000
859	431	0.028571
859	547	0.074074
536	1236	0.043478
318	802	0.052632
536	994	0.090909
644	144	0.190476
1260	142	0.034483
105	697	0.074627
969	51	0.030303
644	1251	0.400000
32	1127	0.071429
32	1260	0.333333
1260	32	0.065693
644	1099	0.500000
357	605	0.021739
257	142	0.241379
899	105	0.011111
899	644	0.044776
1	1271	1.142857
144	1278	1.000000
899	629	0.250000
1248	1279	0.250000
249	1117	0.090909
644	899	0.076923
144	921	0.333333
644	1234	0.100000
629	899	0.076923
63	60	0.100000
1103	309	0.048780
72	883	0.333333
644	1279	0.250000
1185	463	0.055556
249	1103	0.031250
415	1260	0.030303
48	621	0.181818
105	899	0.076923
309	1103	0.062500
1189	1103	0.125000
1103	1189	0.042254
834	621	0.090909
327	1255	0.015873
1234	644	0.014925
327	1103	0.031250
327	463	0.027778
654	1248	0.086957
704	1280	0.022727
1260	1042	0.714286
704	1255	0.015873
1260	505	0.333333
704	1244	0.038462
9	1280	0.090909
9	1279	0.250000
9	1261	0.400000
654	596	0.027027
1280	1244	0.038462
1280	704	0.017857
60	63	0.014085
770	1280	0.045455
1281	644	0.029851
1281	60	0.100000
509	815	0.021739
357	72	0.040000
1280	1210	0.500000
701	105	0.033333
393	963	0.083333
1282	221	0.086957
749	713	0.031579
1281	1283	0.177083
615	1256	0.142857
1281	950	0.216216
474	640	0.064516
209	1255	0.031746
640	474	0.025641
224	701	0.024390
44	1189	0.014085
474	749	0.466667
1227	1117	0.045455
1181	105	0.011111
1253	586	0.050000
644	1281	0.015625
640	1253	0.100000
1253	640	0.096774
654	644	0.029851
899	1185	0.026316
899	1189	0.014085
1253	1284	0.035714
1285	912	0.083333
3	555	0.100000
145	994	0.090909
1253	605	0.043478
1286	48	0.041667
12	128	0.015152
346	1248	0.043478
1284	1253	0.033333
714	1284	0.035714
1127	152	0.153846
1127	1284	0.071429
590	638	0.008403
1284	1127	0.023810
1284	714	0.038462
249	358	0.125000
1158	924	0.636364
42	704	0.017857
249	547	0.148148
704	42	0.008333
1234	227	2.000000
425	1103	0.156250
1246	645	0.043478
42	1280	0.045455
1206	1093	0.083333
42	502	0.049180
1280	511	0.125000
502	42	0.016667
346	1284	0.035714
1280	1287	0.636364
1287	1280	0.090909
600	1189	0.014085
42	644	0.014925
1246	652	0.022727
749	474	0.153846
527	923	0.333333
42	242	0.026316
1127	298	0.055556
42	831	0.107143
1281	699	0.083333
686	950	0.108108
1281	308	0.123457
1127	219	0.333333
1253	468	0.045455
1253	50	0.088889
1288	42	0.008333
1253	1287	0.272727
1127	802	0.052632
1127	474	0.025641
281	1280	0.250000
687	1283	0.010417
781	1280	0.022727
781	1287	0.090909
538	781	0.037037
357	1253	0.300000
6	212	0.063492
1253	781	0.074074
781	1253	0.033333
1127	194	0.010309
1127	840	0.022222
781	281	0.100000
1280	781	0.037037
1280	281	0.275000
700	605	0.065217
700	704	0.035714
281	781	0.111111
1253	357	0.100000
758	509	0.097561
1281	291	0.181818
199	1051	0.100000
474	1014	0.058824
212	1289	0.500000
1042	1260	0.848485
753	425	0.111111
1290	617	0.039216
681	212	0.047619
1290	605	0.065217
1237	199	0.046512
220	346	0.135135
199	1237	0.166667
357	843	0.032258
357	1291	0.166667
219	1127	0.023810
1281	1291	0.250000
84	598	0.008696
357	528	0.142857
357	792	0.350000
357	1142	0.083333
1052	1260	0.030303
152	1127	0.047619
152	1158	0.083333
474	1187	0.071429
908	263	0.018182
1033	1292	0.166667
398	1291	0.833333
1214	933	0.545455
1291	398	0.219512
498	1293	1.000000
1227	1237	0.083333
1127	1291	0.250000
1291	1127	0.047619
1117	1227	0.222222
1216	542	0.035714
733	1291	0.166667
12	840	0.011111
1056	252	0.021739
87	1260	0.030303
733	1208	0.100000
298	1127	0.023810
1185	899	0.076923
733	1056	0.045455
733	1231	1.062500
1185	588	0.050000
482	1294	0.142857
923	527	0.066667
323	308	0.061728
176	561	0.031250
615	1185	0.026316
1113	1294	0.142857
1236	1185	0.078947
1255	704	0.017857
1255	209	0.071429
1236	103	0.037736
1260	87	0.125000
1236	1005	0.300000
1236	1227	0.222222
1236	1224	0.444444
666	1276	0.500000
1158	840	0.011111
302	749	0.066667
1236	1217	0.038462
1281	1173	0.571429
1189	1260	0.030303
834	1234	0.400000
349	32	0.007299
1236	282	0.055556
1189	689	0.166667
1224	483	0.111111
1105	199	0.069767
1189	475	0.100000
1189	882	0.090909
282	109	0.083333
475	1189	0.042254
1105	475	0.325000
733	1255	0.047619
475	1105	2.400000
760	590	0.048780
1234	834	0.054054
704	1295	0.222222
704	1296	0.142857
792	1297	0.400000
964	1202	0.500000
704	1298	0.600000
199	1105	0.300000
19	1299	0.090909
1178	1189	0.014085
199	1183	0.037037
686	234	0.080000
1183	234	0.120000
199	1234	0.300000
1161	794	0.047619
483	1224	0.333333
1284	346	0.027027
193	1299	0.090909
483	199	0.069767
878	848	0.166667
950	686	0.041667
638	1300	3.000000
1286	1231	0.125000
254	1260	0.181818
1260	254	0.075758
546	638	0.016807
638	546	0.086957
1300	638	0.016807
778	974	0.133333
835	725	0.300000
778	638	0.008403
638	778	0.058824
1227	333	0.083333
1227	32	0.007299
1038	638	0.008403
778	438	0.066667
778	540	0.031250
585	495	0.064516
392	72	0.093333
1264	1283	0.010417
72	392	0.156250
701	1051	0.200000
1051	701	0.024390
1181	325	0.025974
1295	704	0.017857
325	1181	0.034483
1297	1301	0.500000
741	1280	0.022727
1248	654	0.033333
1281	701	0.073171
1281	1248	0.086957
377	1283	0.010417
609	638	0.008403
50	1253	0.033333
1280	741	0.066667
1291	1295	0.111111
912	1285	0.028571
994	1298	0.200000
994	639	0.117647
32	379	0.150000
32	1227	0.055556
994	315	0.166667
638	609	0.029412
994	1284	0.035714
277	778	0.117647
1126	994	0.045455
1042	615	0.191489
810	576	0.043478
561	176	0.022222
198	1302	0.142857
713	666	0.400000
713	1127	0.023810
713	919	0.041667
1185	199	0.046512
713	1263	1.000000
701	997	0.250000
701	1185	0.052632
997	701	0.073171
701	341	0.075000
1185	1227	0.055556
1234	199	0.046512
1185	701	0.048780
1284	994	0.045455
394	42	0.008333
103	1302	0.285714
1014	30	0.200000
103	1244	0.038462
30	1014	0.117647
193	523	0.020408
569	194	0.010309
1190	254	0.060606
903	1297	0.100000
1246	963	1.000000
95	154	0.052632
199	1185	0.026316
859	318	0.043478
1303	598	0.008696
95	1246	0.343750
590	555	0.050000
1246	95	0.192308
1246	547	0.407407
547	1246	0.343750
36	1281	0.015625
249	1304	1.166667
249	1295	0.555556
699	1264	0.333333
616	306	0.021277
701	1021	0.027778
859	95	0.057692
781	1244	0.038462
1253	1173	0.071429
666	713	0.010526
26	404	0.111111
1253	644	0.089552
341	701	0.048780
963	1246	0.031250
1003	1199	0.250000
1246	105	0.022222
103	1231	0.375000
1190	1062	0.100000
1190	551	0.500000
1190	42	0.016667
257	1214	0.166667
462	1299	0.090909
1207	19	0.037037
42	1224	0.666667
802	318	0.043478
227	1234	0.100000
1185	1019	0.066667
1231	103	0.028302
1279	644	0.014925
1189	389	0.017241
1287	781	0.037037
1287	1253	0.100000
1113	1207	0.250000
980	544	0.041667
1207	1080	0.142857
547	1260	0.090909
681	1185	0.026316
950	1281	0.015625
1100	1248	0.086957
1224	42	0.008333
1248	1100	0.083333
415	1231	0.031250
1297	903	0.090909
704	1302	0.095238
933	1214	1.000000
815	1305	1.000000
1173	654	0.133333
42	1302	0.047619
1306	704	0.017857
42	1307	1.000000
42	1308	0.333333
1306	990	0.277778
42	63	0.014085
644	1253	0.100000
42	1309	1.000000
1113	1214	2.500000
257	1178	1.714286
409	687	0.054545
69	1296	0.142857
356	1255	0.015873
1302	704	0.035714
1302	103	0.028302
1302	198	0.375000
423	815	0.065217
1227	1185	0.026316
815	423	0.250000
409	1032	0.055556
474	1310	0.250000
63	41	0.018182
1189	899	0.076923
474	356	0.125000
63	1310	0.166667
1087	1270	0.083333
1310	474	0.051282
356	474	0.025641
1087	1284	0.071429
1310	63	0.014085
3	176	0.066667
3	323	0.017544
834	1246	0.031250
1246	834	0.135135
257	719	0.062500
719	931	0.666667
1311	713	0.010526
1118	994	0.045455
1286	704	0.017857
1118	1103	0.093750
67	1302	0.095238
67	1296	0.571429
67	697	0.134328
678	1302	0.142857
1302	678	0.375000
194	1279	0.250000
1126	1302	0.142857
1118	644	0.029851
1312	1091	0.500000
398	725	0.033333
1312	1313	0.615385
44	1271	0.142857
1215	398	0.219512
103	1313	0.115385
1215	103	0.047170
974	778	0.058824
1126	103	0.037736
398	834	0.027027
398	1260	0.151515
1279	194	0.020619
797	63	0.028169
1260	398	0.073171
41	713	0.021053
563	654	0.016667
142	329	0.200000
103	1130	0.055556
697	912	0.333333
697	782	0.500000
103	1216	0.083333
1118	341	0.025000
598	357	0.025000
199	848	0.166667
598	704	0.017857
128	242	0.105263
912	697	0.059701
342	142	0.068966
654	1173	0.142857
919	644	0.014925
644	919	0.083333
53	1314	1.500000
242	128	0.060606
782	697	0.044776
1298	704	0.053571
1272	302	0.021277
1298	994	0.045455
1268	1313	0.076923
781	408	0.142857
1302	1315	0.200000
801	1246	0.156250
1315	1302	0.047619
1313	103	0.018868
323	1297	3.200000
32	358	0.041667
969	1189	0.028169
309	80	0.071429
1189	969	0.051282
502	41	0.018182
503	41	0.054545
249	1231	0.062500
503	103	0.084906
503	74	0.023810
1272	441	0.200000
1261	725	0.033333
503	739	0.133333
503	398	0.048780
254	358	0.166667
283	1284	0.035714
503	1316	0.750000
871	1302	0.142857
1246	719	0.083333
1316	1039	0.093750
1076	1082	1.000000
733	1244	0.038462
871	926	0.100000
733	638	0.008403
733	175	0.025000
1255	356	0.062500
596	1284	0.035714
257	615	0.042553
733	713	0.021053
281	358	0.125000
1231	557	0.250000
810	1021	0.055556
557	1231	0.187500
91	1237	0.083333
1236	1189	0.014085
338	1302	0.380952
477	1271	0.571429
815	950	0.081081
194	353	0.078947
353	194	0.041237
353	392	0.093750
596	782	0.200000
298	573	0.850000
573	298	0.111111
782	596	0.027027
60	1173	0.071429
1274	1273	0.250000
1264	699	0.083333
1317	1318	1.000000
1319	224	0.033333
792	1185	0.026316
1103	425	0.444444
392	353	0.078947
1320	952	0.055556
1087	1132	0.105263
198	1321	0.666667
392	1315	1.200000
912	375	0.346154
586	1316	0.375000
1246	801	0.222222
1284	596	0.027027
871	392	0.343750
871	1103	0.031250
1315	392	0.125000
793	1230	0.250000
871	1260	0.030303
704	1322	0.500000
871	978	0.090909
544	1273	0.250000
1274	840	0.011111
1317	1244	0.076923
1244	1317	0.166667
277	644	0.074627
704	596	0.027027
938	1323	1.000000
422	1041	0.333333
1323	938	0.148148
1041	422	0.083333
1185	555	0.050000
42	415	0.038462
80	309	0.024390
1270	194	0.020619
596	704	0.017857
1302	338	0.615385
353	372	0.060870
353	1284	0.035714
964	160	0.333333
375	912	0.666667
1189	375	0.076923
1271	477	0.250000
1185	375	0.038462
1310	1246	0.031250
1246	1310	0.250000
596	193	0.051282
1190	738	0.333333
834	1280	0.181818
1310	802	0.052632
357	525	0.320000
1310	561	0.187500
357	638	0.025210
358	32	0.007299
358	254	0.045455
358	281	0.075000
193	596	0.027027
1127	454	0.036364
1284	353	0.026316
525	357	0.100000
357	1284	0.035714
357	974	0.066667
1280	834	0.189189
638	357	0.025000
942	919	0.125000
942	63	0.042254
1173	60	0.050000
942	1314	0.250000
1317	781	0.074074
454	1127	0.071429
1298	394	0.030303
394	1298	0.200000
394	738	0.066667
220	1310	0.333333
341	1280	0.022727
1280	341	0.025000
249	1324	0.500000
1187	1183	0.037037
1187	1131	0.071429
1187	1284	0.035714
375	1189	0.014085
375	1185	0.026316
1237	1227	0.055556
1237	91	1.000000
1281	1310	0.083333
704	1324	0.500000
1284	1187	0.071429
1284	793	0.454545
793	1284	0.178571
1317	72	0.013333
69	357	0.025000
1284	585	0.200000
281	1271	0.142857
1252	1231	0.062500
1325	1326	0.400000
638	1317	0.055556
802	1310	0.083333
1327	282	0.055556
1246	415	0.038462
249	1302	0.095238
1317	638	0.008403
545	1328	0.333333
1328	545	0.176471
1215	949	0.058824
249	817	0.071429
1326	1325	0.500000
585	1284	0.035714
249	605	0.021739
598	62	0.027778
598	84	0.066667
598	1303	1.000000
481	1284	0.035714
1248	919	0.041667
1312	103	0.141509
1329	1271	1.000000
481	50	0.111111
50	481	0.090909
1329	477	0.375000
1328	277	0.016393
42	1117	0.045455
719	1246	0.031250
1042	1330	1.000000
638	285	0.058824
1328	495	0.016129
919	1248	0.043478
160	964	0.058824
1331	1168	0.047619
1246	228	0.208333
1328	285	0.058824
539	495	0.016129
42	495	0.032258
228	194	0.020619
50	1227	0.111111
228	1246	0.031250
1227	50	0.044444
679	1248	0.043478
389	1189	0.014085
194	228	0.041667
194	1270	0.083333
44	228	0.041667
44	514	0.027027
1032	598	0.008696
228	498	0.066667
498	228	0.083333
1272	1260	0.030303
700	1253	0.033333
67	97	0.055556
234	1183	0.037037
234	686	0.041667
1323	1129	0.333333
242	488	0.142857
1272	1246	0.031250
704	377	0.181818
97	1043	0.090909
63	228	0.083333
1213	1026	0.031250
738	394	0.030303
594	242	0.026316
1316	586	0.050000
314	1296	0.142857
1235	638	0.008403
1032	1186	0.300000
285	1328	0.166667
701	50	0.066667
50	701	0.073171
1186	1032	0.055556
353	1283	0.020833
697	923	0.333333
353	296	0.057143
245	1283	0.072917
353	793	0.363636
1283	353	0.026316
333	1227	0.055556
1290	596	0.081081
1332	1255	0.079365
770	1217	0.038462
1255	1332	0.320000
834	314	0.040000
296	353	0.052632
1271	1329	0.181818
358	357	0.025000
514	654	0.016667
1021	701	0.024390
1021	105	0.011111
1118	598	0.043478
600	1332	0.040000
9	1312	0.269231
754	903	0.181818
754	1332	0.040000
1333	1145	1.000000
1026	184	0.176471
1127	318	0.086957
1127	415	0.038462
103	1334	0.250000
142	654	0.083333
142	514	0.027027
1286	1335	0.153846
174	1260	0.030303
1334	1255	0.015873
1	312	4.461538
1255	1334	0.250000
1087	353	0.026316
719	1336	0.200000
1113	353	0.131579
1336	725	0.033333
639	1127	0.023810
615	1026	0.343750
738	393	0.019608
32	1336	0.400000
1334	1068	0.095238
103	1280	0.113636
725	1336	0.200000
1280	103	0.047170
950	495	0.177419
495	950	0.243243
308	701	0.048780
1102	514	0.027027
923	697	0.044776
569	1337	1.500000
1244	296	0.028571
646	495	0.016129
482	799	0.052632
654	142	0.137931
482	546	0.043478
1043	495	0.080645
908	332	0.117647
296	1244	0.038462
341	353	0.105263
1255	1335	0.076923
353	341	0.075000
871	1097	0.100000
871	513	0.018182
569	296	0.028571
1302	1126	0.250000
482	3	0.048780
971	609	0.029412
353	1326	0.066667
1247	704	0.017857
415	475	0.025000
503	617	0.039216
475	415	0.038462
503	1217	0.038462
42	1337	0.500000
377	704	0.017857
1283	513	0.036364
503	254	0.060606
249	1255	0.079365
245	60	0.050000
228	63	0.014085
1338	254	0.196970
1281	131	0.285714
1117	856	1.000000
516	564	0.250000
1325	1123	0.800000
442	1247	0.333333
1338	471	0.250000
615	1072	0.044444
986	644	0.014925
1338	1034	0.040000
991	109	0.041667
1338	1173	0.142857
735	839	0.166667
1118	620	0.076923
986	1310	0.083333
1339	1231	0.343750
1326	353	0.026316
770	1336	0.200000
1231	1339	0.312500
758	50	0.066667
792	1283	0.010417
758	298	0.166667
298	758	0.050000
1083	175	0.025000
1083	299	0.032258
1338	209	0.035714
1283	468	0.090909
254	1338	0.038462
1283	644	0.014925
1283	643	0.166667
1039	1316	0.500000
50	758	0.075000
1283	482	0.019231
1283	1246	0.031250
1283	1039	0.031250
1113	1283	0.010417
1283	121	0.111111
1283	1169	0.111111
1283	101	0.023256
1283	142	0.034483
1283	1231	0.031250
598	1032	0.055556
770	1283	0.010417
1283	298	0.055556
1283	278	0.047619
1283	713	0.010526
1283	470	0.166667
1283	1187	0.071429
1195	1283	0.010417
1283	603	0.066667
447	1283	0.010417
1283	254	0.015152
1283	586	0.025000
1283	1105	0.100000
603	1283	0.010417
1283	422	0.041667
1283	144	0.015873
871	595	0.103448
1283	90	0.037037
1087	1283	0.010417
1283	598	0.008696
1283	1168	0.047619
1283	1325	0.125000
1283	704	0.017857
1283	1208	0.100000
1283	1051	0.100000
1168	1283	0.010417
470	1283	0.010417
298	1283	0.010417
60	245	0.062500
90	1283	0.010417
1283	645	0.043478
1283	368	0.019608
323	1083	0.333333
368	1283	0.010417
323	1283	0.010417
1169	1283	0.010417
1283	1340	0.066667
1283	1034	0.040000
1283	297	0.028986
1302	468	0.045455
1283	1341	1.000000
1168	1298	0.400000
1283	85	0.047619
770	1216	0.083333
163	1283	0.020833
782	654	0.016667
1283	1297	0.100000
1118	1283	0.020833
1283	1339	0.031250
27	1283	0.010417
42	1294	0.285714
1283	346	0.027027
1283	801	0.111111
1283	1227	0.055556
598	346	0.054054
1339	1283	0.010417
1283	128	0.015152
1283	242	0.026316
63	26	0.555556
176	1302	0.142857
770	598	0.008696
1297	1283	0.010417
346	598	0.008696
644	1283	0.010417
128	1283	0.010417
1283	919	0.041667
1283	758	0.025000
346	220	0.037037
1283	835	0.071429
770	1196	0.625000
831	1187	0.357143
249	1283	0.010417
1283	1183	0.037037
1283	654	0.066667
998	1283	0.010417
758	1283	0.010417
1283	498	0.022222
1187	831	0.142857
598	353	0.026316
1339	221	0.043478
1283	975	0.037037
1283	317	0.022222
1283	1315	0.200000
1283	728	0.111111
1283	741	0.066667
1283	1310	0.083333
1286	1342	0.400000
317	1283	0.010417
1283	561	0.062500
561	1310	0.583333
1286	1339	0.156250
1343	1342	1.133333
561	1283	0.041667
1283	502	0.016393
986	1283	0.010417
1283	1158	0.041667
1283	475	0.025000
1283	334	0.100000
1283	1342	0.066667
475	1283	0.010417
1246	1283	0.010417
1283	1270	0.083333
42	1325	0.250000
334	1283	0.010417
1283	1244	0.038462
1283	950	0.027027
1283	1326	0.133333
1283	547	0.037037
1283	660	0.250000
1283	325	0.012987
1283	590	0.024390
1283	1097	0.150000
42	1043	0.090909
1283	543	0.090909
1283	1167	0.052632
1283	782	0.100000
1315	1283	0.010417
1283	415	0.038462
701	308	0.024691
1283	560	0.043478
1283	1032	0.055556
1283	252	0.021739
1283	1018	0.035714
560	1283	0.010417
1167	1283	0.010417
103	1342	0.066667
1343	1283	0.010417
245	881	0.071429
297	1283	0.020833
245	163	0.076923
245	388	0.033333
1325	1283	0.010417
245	334	0.100000
1097	1283	0.031250
1325	42	0.016667
753	6	0.122449
252	1283	0.010417
245	309	0.024390
1326	1283	0.010417
42	1284	0.035714
63	278	0.095238
334	245	0.062500
1284	42	0.008333
1284	481	0.022727
42	479	0.022727
1339	1344	0.882353
372	1280	0.022727
1344	1339	0.343750
1281	73	0.064516
1280	372	0.008696
1281	74	0.047619
1281	1345	1.000000
1281	1042	0.085714
1281	88	0.030303
770	495	0.032258
950	1283	0.010417
1325	638	0.008403
1283	389	0.017241
1110	1146	0.250000
1339	660	0.250000
42	843	0.032258
843	42	0.016667
325	1283	0.010417
388	245	0.062500
1281	1018	0.142857
1281	814	0.250000
50	1281	0.046875
1283	753	0.081633
638	1340	0.066667
1281	50	0.155556
1283	843	0.032258
843	714	0.076923
881	245	0.062500
1283	1264	0.666667
1281	1280	0.159091
714	843	0.032258
1283	1280	0.022727
753	1283	0.041667
1281	422	0.125000
814	1281	0.031250
1281	1325	1.125000
42	548	0.166667
53	1283	0.062500
843	1114	0.333333
1340	42	0.025000
42	1340	0.133333
1326	1280	0.022727
548	42	0.008333
1310	220	0.037037
42	638	0.008403
142	1283	0.010417
1317	1280	0.022727
1281	495	0.032258
1281	475	0.062500
42	475	0.025000
475	42	0.008333
1283	802	0.052632
1317	758	0.025000
758	1317	0.055556
254	1283	0.010417
1317	753	0.040816
753	1317	0.111111
594	283	0.062500
1281	1004	0.040000
586	1283	0.010417
640	569	0.038462
6	753	0.102041
1215	1281	0.046875
392	1051	0.100000
1215	1083	0.333333
1215	1287	0.090909
392	42	0.033333
560	840	0.011111
42	392	0.156250
278	63	0.014085
42	815	0.021739
1346	1314	11.750000
560	297	0.014493
1314	1346	1.028571
309	245	0.062500
1280	1317	0.055556
1280	1326	0.066667
1280	1281	0.109375
323	1347	3.000000
781	1317	0.055556
1280	1283	0.010417
422	1281	0.031250
422	1283	0.010417
1281	781	0.074074
781	1281	0.031250
53	1244	0.038462
53	975	0.074074
53	1281	0.015625
42	1097	0.050000
1253	1227	0.055556
1227	1253	0.033333
189	1339	0.031250
1270	1283	0.010417
70	944	0.250000
1123	1325	0.375000
131	1281	0.078125
67	1231	0.062500
342	1097	0.200000
163	245	0.062500
72	1317	0.055556
725	1018	0.035714
1113	1348	0.500000
1271	281	0.025000
1042	1281	0.031250
1268	644	0.014925
3	482	0.076923
919	1283	0.010417
477	1329	0.090909
42	799	0.052632
42	1334	0.250000
42	1255	0.174603
353	598	0.008696
1113	933	0.272727
1281	605	0.021739
42	1346	0.057143
26	63	0.140845
1280	497	0.250000
42	626	0.042857
431	59	0.055556
1272	1346	0.028571
944	840	0.011111
1335	1255	0.015873
838	547	0.037037
547	838	0.111111
80	609	0.058824
408	306	0.021277
408	781	0.037037
809	42	0.016667
53	620	0.115385
53	408	0.071429
408	1122	0.250000
488	42	0.008333
1349	366	0.666667
1233	1299	0.090909
257	838	0.111111
605	1281	0.015625
342	784	0.038462
621	1280	0.022727
314	834	0.162162
257	42	0.041667
1298	1168	0.095238
1283	1350	1.500000
257	1294	0.142857
1215	1283	0.010417
1281	1065	0.250000
609	80	0.142857
1065	517	0.071429
1065	586	0.025000
1215	1350	0.125000
1101	638	0.016807
1189	1021	0.027778
297	560	0.043478
539	1021	0.027778
1101	498	0.044444
1189	1338	0.038462
1127	1189	0.014085
283	843	0.096774
1101	297	0.101449
1127	296	0.085714
1072	615	0.042553
871	1142	0.083333
871	1350	0.625000
871	734	0.083333
1247	442	0.125000
871	445	0.076923
1190	144	0.015873
26	1176	3.200000
1068	1334	0.250000
617	142	0.068966
245	1146	0.250000
1190	378	0.068966
859	50	0.022222
859	1287	0.272727
1350	1185	0.342105
142	617	0.039216
666	589	0.166667
871	1351	0.333333
871	971	0.100000
32	1338	0.076923
389	1283	0.010417
9	1338	0.269231
666	616	0.047619
644	1295	0.555556
9	1265	0.800000
1295	644	0.074627
1185	1350	1.375000
843	283	0.062500
1352	569	0.038462
1350	1283	0.114583
871	843	0.193548
1280	621	0.045455
1189	1127	0.023810
1294	42	0.008333
319	926	0.100000
479	472	0.125000
105	1353	0.400000
36	1059	0.285714
589	666	0.200000
831	1049	0.142857
1283	319	0.055556
600	80	0.071429
908	1354	0.285714
770	1291	0.083333
994	831	0.071429
555	856	0.125000
1190	1281	0.015625
831	994	0.045455
297	1183	0.037037
1255	42	0.050000
1036	1123	1.000000
547	1280	0.113636
1283	337	0.048780
950	1346	0.142857
1346	950	0.135135
547	297	0.014493
337	1283	0.010417
810	1351	1.000000
871	375	0.076923
871	260	0.062500
443	400	0.010870
443	29	0.076923
443	19	0.037037
1136	1283	0.020833
176	523	0.081633
639	740	0.300000
626	42	0.025000
986	704	0.017857
986	793	0.090909
986	357	0.200000
1325	1340	0.133333
800	1072	0.844444
1083	323	0.017544
871	981	0.750000
1168	291	0.090909
576	337	0.048780
1168	337	0.121951
337	1168	0.142857
142	337	0.024390
337	142	0.034483
249	1351	0.333333
709	517	0.142857
1281	163	0.230769
1049	831	0.035714
1281	482	0.019231
32	1281	0.078125
1281	1246	0.031250
1246	1281	0.015625
1281	101	0.023256
1281	1231	0.031250
1281	944	0.250000
1281	211	0.050000
1281	155	0.250000
1281	68	0.031250
42	1355	0.250000
770	1281	0.109375
1213	1281	0.093750
42	1356	0.111111
42	1357	1.000000
155	1281	0.078125
225	638	0.025210
1281	389	0.051724
1272	1281	0.046875
638	225	0.500000
1231	1281	0.015625
389	1281	0.031250
576	1281	0.015625
1281	542	0.035714
1281	532	0.153846
1281	1287	0.181818
1283	1136	0.043478
810	1281	0.031250
1283	576	0.043478
483	1317	0.055556
1283	57	0.250000
276	190	0.125000
609	1325	0.125000
1358	42	0.033333
586	1072	0.022222
801	1283	0.010417
1113	1131	0.142857
42	333	0.083333
1118	1281	0.031250
856	555	0.050000
462	1255	0.158730
1171	966	0.062500
1340	830	0.038462
752	42	0.025000
1359	1342	0.400000
42	752	0.066667
687	260	0.041667
830	1340	0.066667
1283	392	0.031250
1283	1359	0.066667
1283	372	0.017391
1268	372	0.008696
372	1283	0.020833
372	1268	0.142857
1268	1269	0.100000
372	874	0.062500
1283	797	0.050000
372	975	0.037037
1283	523	0.020408
372	1352	0.200000
1281	1005	0.100000
835	1283	0.020833
1281	462	0.428571
523	1283	0.010417
1281	835	0.071429
1281	1227	0.111111
1281	1344	0.117647
799	42	0.008333
1281	128	0.015152
1281	927	0.111111
1281	536	0.020000
1287	1281	0.015625
1359	1283	0.010417
1281	797	0.050000
1281	26	0.444444
1281	547	0.037037
1281	732	0.142857
118	1189	0.014085
462	1281	0.125000
1281	1356	0.666667
118	586	0.025000
1359	1335	0.307692
704	799	0.315789
257	1183	0.074074
1105	1284	0.035714
919	1317	0.166667
118	943	0.133333
963	1105	0.200000
1052	713	0.010526
975	1283	0.010417
1105	963	0.083333
800	1281	0.031250
975	372	0.008696
1065	570	0.363636
1344	1281	0.015625
874	372	0.008696
1176	26	0.888889
770	963	0.083333
50	1284	0.178571
799	704	0.107143
802	1283	0.010417
296	1127	0.023810
495	646	0.066667
1281	487	0.300000
422	6	0.122449
1281	799	0.052632
1281	831	0.035714
523	1032	0.111111
1317	919	0.125000
26	1281	0.109375
495	1043	0.727273
1255	462	0.571429
1032	523	0.061224
1335	1359	0.133333
1284	50	0.088889
495	42	0.008333
1284	1105	0.100000
1349	1255	0.126984
1349	1281	0.078125
576	1283	0.010417
1183	1360	1.000000
576	966	0.062500
1183	1361	0.500000
831	1281	0.015625
1183	1356	0.222222
1183	1354	0.285714
1183	1355	0.250000
487	1281	0.015625
249	607	0.033333
980	639	0.205882
249	1359	0.200000
1331	615	0.021277
19	1281	0.031250
372	1362	0.052632
372	938	0.148148
315	994	0.136364
315	777	0.040000
1281	1349	0.133333
1255	1349	0.066667
474	1349	0.400000
494	372	0.008696
1349	474	0.128205
770	544	0.041667
770	315	0.111111
986	834	0.027027
878	1355	0.250000
516	94	0.200000
679	1363	0.250000
323	725	0.233333
1038	1281	0.046875
1178	42	0.016667
777	337	0.024390
1359	1343	0.259259
342	1040	0.400000
245	573	0.050000
245	542	0.017857
245	339	0.041667
245	102	0.047619
483	821	4.571429
199	654	0.016667
679	398	0.609756
398	132	0.172414
1352	372	0.008696
542	245	0.062500
357	1169	0.555556
